death_rate,mrate_sd,mol_rate,id,n_taxa,n_sites
0.379474414,0.552703846,0.759273884,209,20,100
0.604719942,0.397277712,0.802508278,210,20,100
0.183109029,0.055571371,0.292394774,211,20,100
0.616647579,0.742594889,0.038213914,212,20,100
0.220949938,0.830247924,0.444044454,213,20,100
0.639089242,0.709800282,0.539531919,214,20,100
0.100562931,0.493061923,0.331847876,215,20,100
0.898584922,0.148022754,0.20709482,216,20,100
0.893390825,0.482213875,0.870720491,217,20,100
0.836316711,0.419973131,0.768018351,218,20,100
0.555314368,0.182828536,0.802174512,219,20,100
0.228692699,0.126592477,0.704644169,220,20,100
0.070186903,0.632940691,0.174923912,221,20,100
0.480546095,0.176666573,0.046250163,222,20,100
0.971199662,0.203802778,0.537907904,223,20,100
0.610314074,0.453040405,0.371537926,224,20,100
0.243961147,0.602998775,0.91622416,225,20,100
0.256517944,0.043513882,0.351664274,226,20,100
0.270928722,0.367663389,0.194295411,227,20,100
0.682768729,0.375609033,0.916698562,228,20,100
0.130039264,0.473528831,0.537425211,229,20,100
0.80090251,0.529114714,0.295484437,230,20,100
0.147832963,0.605810786,0.948087853,231,20,100
0.381913654,0.86186427,0.823621442,232,20,100
0.907642256,0.787673639,0.940820829,233,20,100
0.552031749,0.663457999,0.823323334,234,20,100
0.356860007,0.788433322,0.343103918,235,20,100
0.742806806,0.140806902,0.735777898,236,20,100
0.594750811,0.921611702,0.088909291,237,20,100
0.348557942,0.800778394,0.5536462,238,20,100
0.238396968,0.469827266,0.797355559,239,20,100
0.719081416,0.607310719,0.307048363,240,20,100
0.4875969,0.524023114,0.283968011,241,20,100
0.639280961,0.104482376,0.616017363,242,20,100
0.285923352,0.243858442,0.292857762,243,20,100
0.842593296,0.638714754,0.627821392,244,20,100
0.535799631,0.263721255,0.588869029,245,20,100
0.18113682,0.552351235,0.549174373,246,20,100
0.813147809,0.338715778,0.812807155,247,20,100
0.852229624,0.41319662,0.05455129,248,20,100
0.316645298,0.802799322,0.712816121,249,20,100
0.910848672,0.141917102,0.143021686,250,20,100
0.924227904,0.337867113,0.547101267,251,20,100
0.452080663,0.064020245,0.778983441,252,20,100
0.072211351,0.12361882,0.05991274,253,20,100
0.333111782,0.184303503,0.279926737,254,20,100
0.581658466,0.502288604,0.268786702,255,20,100
0.247326332,0.216346407,0.446577524,256,20,100
0.276118572,0.726597004,0.36398101,257,20,100
0.488781787,0.725811724,0.630569336,258,20,100
0.203390175,0.156495269,0.921775526,259,20,100
0.925727901,0.27760317,0.703365816,260,20,100
0.703844664,0.963327963,0.13879961,261,20,100
0.415449092,0.779680536,0.482735393,262,20,100
0.874536369,0.462162429,0.268458311,263,20,100
0.854020228,0.369414064,0.299832491,264,20,100
0.1327253,0.786396405,0.663159618,265,20,100
0.49860584,0.058320217,0.555756986,266,20,100
0.434153902,0.720343031,0.690352873,267,20,100
0.730092974,0.223822093,0.458840786,268,20,100
0.947028443,0.53050335,0.796999923,269,20,100
0.082967428,0.702576226,0.576378086,270,20,100
0.124147198,0.740391062,0.430769393,271,20,100
0.186149601,0.444968705,0.579070707,272,20,100
0.350650771,0.895164949,0.411360719,273,20,100
0.394421329,0.173472741,0.659105674,274,20,100
0.849002058,0.101403667,0.772017505,275,20,100
0.283831728,0.783535153,0.039516713,276,20,100
0.328299392,0.946326665,0.058001778,277,20,100
0.638706659,0.912391084,0.391714656,278,20,100
0.668687824,0.695263355,0.736157216,279,20,100
0.107497105,0.926325637,0.76614727,280,20,100
0.129719186,0.790458191,0.388789439,281,20,100
0.532972509,0.144824452,0.235619225,282,20,100
0.90170671,0.606741821,0.721466227,283,20,100
0.286054585,0.040276131,0.233343108,284,20,100
0.298810101,0.032512401,0.699888307,285,20,100
0.091512683,0.460129102,0.472712354,286,20,100
0.584532264,0.612693491,0.225899695,287,20,100
0.907873703,0.238805683,0.611450578,288,20,100
0.22262167,0.887679426,0.929426125,289,20,100
0.337242515,0.070409101,0.525077879,290,20,100
0.246531212,0.602575629,0.455927926,291,20,100
0.776823124,0.427342831,0.671907235,292,20,100
0.301268823,0.438171731,0.715898456,293,20,100
0.378025448,0.470940065,0.09730345,294,20,100
0.227687137,0.494568922,0.52023797,295,20,100
0.479732287,0.896748446,0.129369516,296,20,100
0.799580275,0.910054881,0.400859669,297,20,100
0.039922946,0.201377541,0.717779784,298,20,100
0.359679658,0.451573736,0.499371518,299,20,100
0.69307774,0.571661008,0.659560855,300,20,100
0.747832074,0.355290624,0.366157918,301,20,100
0.114234091,0.550272158,0.874148266,302,20,100
0.726524501,0.823240378,0.900753221,303,20,100
0.629526099,0.203124739,0.965265019,304,20,100
0.405554316,0.069703195,0.32997418,305,20,100
0.423446755,0.378515683,0.830624515,306,20,100
0.154679734,0.309664976,0.890317111,307,20,100
0.126214774,0.699416963,0.90243372,308,20,100
0.182060271,0.260298332,0.720210039,309,20,100
0.89705673,0.261810841,0.264863579,310,20,100
0.141326357,0.795347477,0.458216836,311,20,100
0.446318764,0.870133051,0.641291817,312,20,100
0.812850923,0.762918301,0.272612932,313,20,100
0.849538769,0.324423624,0.349934511,314,20,100
0.541429806,0.370138884,0.490174489,315,20,100
0.489954245,0.149713051,0.113932339,316,20,100
0.444360191,0.059551567,0.508349584,317,20,100
0.781705249,0.284430899,0.831487887,318,20,100
0.905952084,0.046712258,0.248461259,319,20,100
0.068777384,0.511297641,0.657043724,320,20,100
0.369867114,0.229204301,0.755730633,321,20,100
0.901473741,0.061830154,0.923981342,322,20,100
0.423150832,0.181812985,0.858148714,323,20,100
0.740745927,0.688344565,0.455442696,324,20,100
0.444700704,0.088834396,0.108527199,325,20,100
0.339764496,0.929625541,0.828197441,326,20,100
0.773204771,0.701129484,0.861485348,327,20,100
0.048439924,0.233490309,0.396098912,328,20,100
0.379156752,0.951292822,0.644770454,329,20,100
0.162529496,0.672276797,0.666431311,330,20,100
0.313320455,0.807285003,0.104282776,331,20,100
0.708598231,0.572942324,0.750351977,332,20,100
0.210049448,0.073080135,0.934362773,333,20,100
0.834653834,0.491550559,0.744967442,334,20,100
0.624130121,0.030217345,0.337752717,335,20,100
0.772149074,0.303054224,0.21184076,336,20,100
0.727441061,0.920564185,0.17820643,337,20,100
0.888236234,0.507454952,0.77600087,338,20,100
0.753315785,0.409875798,0.17190047,339,20,100
0.953724838,0.625430697,0.215332635,340,20,100
0.278752902,0.098332353,0.5148168,341,20,100
0.196380785,0.091576516,0.441636824,342,20,100
0.131040882,0.878556379,0.728770017,343,20,100
0.904256319,0.652092218,0.823771976,344,20,100
0.582442317,0.513081202,0.523886268,345,20,100
0.922610616,0.457452082,0.636440986,346,20,100
0.120580251,0.219491112,0.640338519,347,20,100
0.499389152,0.586806164,0.818135751,348,20,100
0.404537333,0.660737599,0.561394334,349,20,100
0.127093852,0.532526057,0.819049352,350,20,100
0.133952793,0.903664488,0.424420544,351,20,100
0.263963996,0.279355398,0.617863505,352,20,100
0.087227356,0.463181071,0.254605911,353,20,100
0.445774982,0.151407734,0.272492041,354,20,100
0.319664875,0.141081127,0.845146008,355,20,100
0.51183499,0.224374801,0.229055879,356,20,100
0.875843845,0.233128424,0.358855047,357,20,100
0.441467698,0.562870104,0.497813854,358,20,100
0.696415876,0.051681775,0.230120582,359,20,100
0.049374326,0.686387614,0.159244577,360,20,100
0.543111675,0.295042078,0.53358529,361,20,100
0.405071305,0.503194642,0.291446254,362,20,100
0.582041241,0.825955129,0.125580963,363,20,100
0.328585213,0.481208428,0.398713485,364,20,100
0.23304628,0.413248644,0.136547006,365,20,100
0.814337372,0.305764111,0.939331604,366,20,100
0.349908993,0.33568197,0.390262922,367,20,100
0.439640435,0.609940573,0.294920528,368,20,100
0.170658486,0.829324503,0.240871432,369,20,100
0.503648175,0.884631258,0.361031938,370,20,100
0.43618091,0.7360016,0.063234227,371,20,100
0.856455848,0.210917811,0.10911407,372,20,100
0.200875264,0.061337985,0.870574815,373,20,100
0.834861662,0.555012686,0.945375234,374,20,100
0.783305523,0.531426697,0.162438388,375,20,100
0.597756041,0.662454442,0.107344255,376,20,100
0.972810655,0.651554995,0.858462712,377,20,100
0.435917677,0.080551849,0.926656468,378,20,100
0.935446045,0.408700791,0.183120243,379,20,100
0.47594569,0.307527118,0.806362122,380,20,100
0.740541746,0.962128253,0.799060312,381,20,100
0.367226888,0.516211726,0.58460041,382,20,100
0.36383168,0.106459115,0.293713142,383,20,100
0.210120174,0.813095808,0.039303838,384,20,100
0.926583347,0.960542279,0.662956536,385,20,100
0.846982603,0.356776235,0.743852865,386,20,100
0.131655786,0.546994839,0.694716803,387,20,100
0.888824864,0.869458019,0.42498476,388,20,100
0.109374128,0.854140409,0.113025958,389,20,100
0.071393467,0.286830485,0.887989561,390,20,100
0.870554566,0.46942645,0.822405364,391,20,100
0.272480186,0.40381246,0.441203231,392,20,100
0.375229306,0.265158837,0.89493886,393,20,100
0.778218102,0.62708777,0.822842095,394,20,100
0.842111991,0.833430703,0.843054039,395,20,100
0.793599831,0.332368748,0.108866968,396,20,100
0.273093683,0.705962192,0.111855445,397,20,100
0.879853521,0.158185038,0.255466977,398,20,100
0.606643971,0.821788717,0.376699229,399,20,100
0.544873643,0.146011831,0.175372432,400,20,100
0.74274879,0.283518847,0.370266335,401,20,100
0.762010915,0.707439868,0.580500236,402,20,100
0.486715146,0.556190403,0.062058009,403,20,100
0.960815154,0.478846663,0.315654962,404,20,100
0.254472646,0.8470071,0.785829197,405,20,100
0.307022018,0.597477734,0.461078767,406,20,100
0.126537226,0.35033374,0.474509669,407,20,100
0.307866478,0.075360638,0.282726082,408,20,100
0.344724948,0.809234197,0.285970815,409,20,100
0.146009397,0.270143536,0.618896437,410,20,100
0.557587623,0.554355525,0.166201833,411,20,100
0.847378625,0.80995035,0.73458485,412,20,100
0.949862962,0.351320358,0.335285336,413,20,100
0.501228749,0.171951275,0.511863352,414,20,100
0.358737454,0.919132673,0.098621496,415,20,100
0.073668834,0.835897028,0.873819531,416,20,100
0.551193594,0.229841004,0.405853411,417,20,100
0.656136297,0.700114343,0.658362237,418,20,100
0.56914851,0.205954658,0.253971257,419,20,100
0.954002534,0.845261431,0.66442698,420,20,100
0.636654299,0.566366104,0.154085829,421,20,100
0.663490344,0.177424788,0.304786131,422,20,100
0.676490825,0.361326368,0.350585022,423,20,100
0.804749796,0.285079903,0.459098496,424,20,100
0.237134022,0.184748057,0.140718444,425,20,100
0.271851714,0.340743788,0.749258162,426,20,100
0.13507564,0.419592771,0.711045939,427,20,100
0.410189352,0.944789728,0.489758765,428,20,100
0.764396282,0.440056332,0.435295401,429,20,100
0.930079986,0.573842302,0.56575353,430,20,100
0.700407556,0.308850089,0.075079491,431,20,100
0.386780542,0.544696334,0.530119806,432,20,100
0.452646126,0.247616513,0.352767499,433,20,100
0.630570101,0.171016392,0.416596552,434,20,100
0.21688411,0.724746317,0.088474642,435,20,100
0.824477318,0.548814563,0.836881958,436,20,100
0.968039106,0.905590457,0.931199695,437,20,100
0.32476482,0.755229384,0.413723724,438,20,100
0.627514773,0.843712182,0.264055898,439,20,100
0.567443643,0.407570555,0.913127059,440,20,100
0.57571316,0.200025057,0.449767822,441,20,100
0.741618932,0.555582572,0.526598919,442,20,100
0.578613775,0.336149545,0.775142654,443,20,100
0.632361459,0.944495688,0.753053822,444,20,100
0.761674124,0.600208824,0.956687231,445,20,100
0.477225671,0.415036216,0.442499635,446,20,100
0.78532361,0.099923386,0.136002826,447,20,100
0.820389057,0.850332383,0.952696357,448,20,100
0.679909691,0.426117288,0.891421944,449,20,100
0.295873155,0.932236697,0.637944127,450,20,100
0.587191195,0.374780811,0.367527869,451,20,100
0.054630109,0.822206584,0.245899841,452,20,100
0.419270167,0.062856673,0.212474248,453,20,100
0.17601272,0.215652813,0.802777522,454,20,100
0.117020117,0.645572848,0.834673201,455,20,100
0.128360963,0.194402722,0.128634109,456,20,100
0.755590924,0.116154169,0.531722147,457,20,100
0.156241728,0.53295183,0.427876734,458,20,100
0.750428276,0.248620211,0.091412422,459,20,100
0.734597787,0.711231163,0.974311358,460,20,100
0.822706401,0.648644809,0.430168329,461,20,100
0.899248294,0.060678647,0.517118289,462,20,100
0.236375547,0.538364885,0.712372008,463,20,100
0.540260811,0.630277834,0.647384561,464,20,100
0.57108387,0.228853247,0.625873031,465,20,100
0.85261213,0.803983904,0.184908044,466,20,100
0.897825919,0.565755696,0.290068935,467,20,100
0.261578905,0.431414212,0.832636539,468,20,100
0.395692381,0.468817424,0.836614251,469,20,100
0.769498587,0.230022023,0.376257711,470,20,100
0.540979388,0.307246933,0.692145654,471,20,100
0.411244502,0.363173407,0.710826854,472,20,100
0.239663226,0.475464855,0.165334851,473,20,100
0.634649941,0.439219946,0.212343636,474,20,100
0.745399352,0.771826533,0.576962413,475,20,100
0.67862135,0.710516314,0.495760627,476,20,100
0.437214308,0.877652631,0.461251093,477,20,100
0.713122279,0.78990053,0.837267148,478,20,100
0.483308837,0.516087951,0.404692031,479,20,100
0.880657208,0.366334312,0.973359492,480,20,100
0.916310647,0.28542771,0.205009789,481,20,100
0.686627619,0.100434346,0.895630364,482,20,100
0.860902375,0.91637102,0.911872805,483,20,100
0.173914454,0.499555871,0.805482191,484,20,100
0.211513251,0.90614697,0.436926416,485,20,100
0.245472313,0.278179818,0.874281692,486,20,100
0.839182492,0.168091159,0.94869258,487,20,100
0.488137178,0.655900332,0.555059245,488,20,100
0.556336817,0.308582536,0.977684149,489,20,100
0.304360999,0.691125898,0.680980198,490,20,100
0.448335717,0.446616511,0.392593425,491,20,100
0.667680462,0.803421007,0.456997771,492,20,100
0.698094394,0.484611842,0.540467389,493,20,100
0.326661752,0.732457161,0.049814895,494,20,100
0.49229678,0.781157559,0.603136757,495,20,100
0.079782067,0.788862929,0.09890909,496,20,100
0.114588156,0.352394841,0.798607275,497,20,100
0.252015132,0.81450958,0.13078791,498,20,100
0.359457743,0.615002552,0.333007215,499,20,100
0.589572947,0.074636859,0.471101704,500,20,100
0.705780915,0.83686609,0.203348129,501,20,100
0.320431617,0.963010062,0.210437726,502,20,100
0.323966046,0.506788033,0.927389145,503,20,100
0.314334145,0.844444235,0.902907152,504,20,100
0.959968805,0.103640428,0.222091206,505,20,100
0.647731859,0.707003028,0.401530373,506,20,100
0.747131665,0.968997666,0.488032717,507,20,100
0.030209071,0.476904707,0.449309403,508,20,100
0.879141552,0.671776086,0.101954428,509,20,100
0.390429236,0.432056014,0.914610236,510,20,100
0.550653107,0.028351447,0.273059778,511,20,100
0.442314102,0.206414874,0.538685421,512,20,100
0.60775837,0.455758806,0.115051431,513,20,100
0.730281999,0.625607649,0.095336513,514,20,100
0.719903719,0.470175913,0.696800098,515,20,100
0.089459859,0.642665355,0.467985988,516,20,100
0.077380475,0.251382807,0.285192448,517,20,100
0.424712564,0.65890697,0.723296031,518,20,100
0.825163495,0.465152347,0.572915613,519,20,100
0.123881116,0.032671516,0.26064783,520,20,100
0.822901117,0.504279587,0.123809283,521,20,100
0.295641185,0.629841814,0.813917997,522,20,100
0.788563856,0.928319111,0.863401447,523,20,100
0.600332229,0.254154231,0.355679978,524,20,100
0.342838976,0.974387609,0.27426067,525,20,100
0.791047267,0.987214726,0.824524929,526,20,100
0.117284921,0.964405483,0.4433342,527,20,100
0.223701268,0.109611974,0.152272901,528,20,100
0.688418937,0.112091455,0.771925498,529,20,100
0.974963352,0.082998936,0.483404255,530,20,100
0.032292717,0.398764932,0.739790284,531,20,100
0.029773231,0.679926765,0.963696104,532,20,100
0.807399981,0.070991364,0.475184833,533,20,100
0.401934706,0.485216191,0.679551293,534,20,100
0.530083967,0.584413351,0.489399267,535,20,100
0.626064139,0.738239579,0.326587038,536,20,100
0.760281775,0.378221744,0.582866608,537,20,100
0.204106565,0.631341935,0.421322886,538,20,100
0.44966491,0.225759685,0.201612866,539,20,100
0.164950687,0.082534006,0.514304797,540,20,100
0.210900211,0.150304915,0.347534127,541,20,100
0.276884661,0.806889297,0.671400849,542,20,100
0.450610571,0.230869261,0.080834016,543,20,100
0.425712261,0.746659794,0.855088132,544,20,100
0.41460979,0.9574256,0.706616479,545,20,100
0.209098782,0.353735169,0.627331509,546,20,100
0.682318513,0.354389887,0.578057164,547,20,100
0.498861993,0.497219406,0.045745047,548,20,100
0.768027721,0.126279523,0.687428926,549,20,100
0.896217024,0.828070451,0.300472416,550,20,100
0.293209694,0.675924087,0.164914657,551,20,100
0.612517253,0.313851323,0.677937644,552,20,100
0.185872347,0.693723454,0.925254917,553,20,100
0.053843122,0.890421816,0.534161206,554,20,100
0.519024232,0.898279103,0.592064155,555,20,100
0.129028692,0.310400614,0.725412223,556,20,100
0.112601216,0.414325251,0.841762234,557,20,100
0.323509331,0.194181067,0.209573628,558,20,100
0.370951351,0.344777998,0.281147924,559,20,100
0.267668306,0.08428286,0.837682278,560,20,100
0.569295184,0.966474512,0.289210403,561,20,100
0.087030603,0.377621752,0.128973586,562,20,100
0.294913547,0.491747895,0.241714645,563,20,100
0.752880205,0.317669371,0.913918926,564,20,100
0.353479538,0.332172313,0.118676118,565,20,100
0.094361948,0.068902454,0.875272693,566,20,100
0.169382073,0.688450761,0.741759717,567,20,100
0.238202603,0.727652768,0.496100526,568,20,100
0.196640624,0.381268591,0.043051135,569,20,100
0.841804933,0.110342597,0.301257647,570,20,100
0.638118305,0.193263291,0.508682696,571,20,100
0.832782413,0.741466068,0.361447314,572,20,100
0.84422346,0.553987506,0.407587715,573,20,100
0.227917016,0.662140251,0.773706778,574,20,100
0.642438938,0.521107726,0.836153024,575,20,100
0.06960003,0.479977507,0.386132681,576,20,100
0.732123595,0.53769209,0.687803083,577,20,100
0.481240016,0.983387742,0.596853135,578,20,100
0.24149446,0.960806509,0.36053746,579,20,100
0.175360065,0.42254373,0.237110152,580,20,100
